Frequency DateTime Pmin Pmax PathLength XStart YStart XEnd YEnd ID
37.986 201208300515 -44 -40 0.42257 6.57528 53.22887 6.57079 53.23154 911
38.105 201208300515 -57 -56 1.42305 6.56015 53.21319 6.57222 53.22372 910
25.382 201208300515 -44 -44 9.5461 6.3973 53.04206 6.52131 53.00002 907
39.172 201208300515 -54 -54 2.88593 6.76447 53.16784 6.80701 53.16349 898
37.912 201208300515 -47 -45 0.66044 6.57372 53.19929 6.58308 53.19738 924
25.382 201208300515 -54 -53 5.86709 6.45154 53.07097 6.48125 53.02138 912
26.39 201208300515 -44 -43 9.5461 6.52131 53.00002 6.3973 53.04206 902
39.252 201208300515 -50 -50 3.07738 6.57222 53.22372 6.53419 53.23934 914
38.077 201208300515 -63 -63 1.01916 6.56015 53.21319 6.57488 53.21558 921
37.912 201208300515 -53 -51 1.34384 6.59218 53.20597 6.60905 53.19939 922
26.39 201208300515 -53 -52 5.86709 6.48125 53.02138 6.45154 53.07097 915
39.267 201208300515 -47 -46 4.36945 6.58921 53.04679 6.56879 53.00951 2920
39.337 201208300515 -51 -51 1.61457 6.52131 53.00002 6.54181 53.00762 909
37.912 201208300515 -52 -51 2.88593 6.80701 53.16349 6.76447 53.16784 905
39.239 201208300515 -51 -49 2.00153 6.55517 53.2025 6.56877 53.21852 917
58.2 201208300515 -32 -32 0.08931 6.55662 53.21479 6.55559 53.21427 916
38.118 201208300515 -44 -43 4.13344 6.57908 53.26064 6.57222 53.22372 931
39.252 201208300515 -45 -44 0.1309 6.56696 53.21897 6.56877 53.21852 920
37.912 201208300515 -52 -52 1.50853 6.91965 53.31928 6.92231 53.33274 926
25.382 201208300515 -49 -49 5.21172 6.74377 53.31 6.70118 53.27074 923
37.912 201208300515 -53 -52 2.26532 6.87102 53.32334 6.90439 53.32724 925
37.986 201208300515 -53 -51 4.07644 6.40562 53.24545 6.35813 53.22243 930
58.2 201208300515 -42 -42 0.1482 6.57424 53.22427 6.57222 53.22372 928
39.252 201208300515 -44 -41 3.55428 6.26213 53.15226 6.30931 53.16696 927
25.102 201208300515 -42 -42 7.15266 6.68916 53.3291 6.76526 53.37445 929
39.245 201208300515 -45 -41 0.42257 6.57079 53.23154 6.57528 53.22887 933
39.239 201208300515 -56 -55 5.97957 7.12605 53.14836 7.20104 53.17761 935
37.096 201208300515 -48 -47 3.90479 6.62579 53.23779 6.57222 53.22372 1000
39.294 201208300515 -46 -45 1.86669 6.53574 53.22304 6.53325 53.20633 934
26.11 201208300515 -42 -42 7.15266 6.76526 53.37445 6.68916 53.3291 932
39.337 201208300515 -50 -50 2.45419 6.56413 53.22655 6.53419 53.23934 938
39.172 201208300515 -50 -49 2.26532 6.90439 53.32724 6.87102 53.32334 936
26.362 201208300515 -51 -48 8.19688 7.12605 53.14836 7.02248 53.10906 939
39.26 201208300515 -45 -45 1.54023 6.54377 53.22834 6.52088 53.23004 940
39.252 201208300515 -51 -51 2.46689 6.53574 53.22304 6.50465 53.21108 1011
39.252 201208300515 -43 -42 0.88424 6.58611 53.23344 6.57528 53.22887 1019
38.328 201208300515 -49 -49 3.49997 6.57222 53.22372 6.52088 53.23004 1002
58.2 201208300515 -42 -41 0.1482 6.57424 53.22427 6.57222 53.22372 928
39.172 201208300515 -49 -44 4.25616 6.45421 53.39719 6.41447 53.36722 1004
37.992 201208300515 -49 -48 2.46689 6.50465 53.21108 6.53574 53.22304 1006
39.172 201208300515 -48 -48 3.65512 6.32889 53.07031 6.34265 53.1021 2926
39.375 201208300515 -51 -45 3.07564 6.35516 53.16911 6.30931 53.16696 1001
37.912 201208300515 -48 -47 3.65512 6.34265 53.1021 6.32889 53.07031 2927
37.069 201208300515 -47 -46 3.49997 6.52088 53.23004 6.57222 53.22372 1020
37.999 201208300515 -51 -51 1.70439 6.53325 53.20633 6.54826 53.21872 1007
39.172 201208300515 -52 -51 1.50853 6.92231 53.33274 6.91965 53.31928 937
26.362 201208300515 -50 -49 9.40842 6.43686 53.14474 6.53325 53.20633 1010
14.543 201208300515 -52 -51 13.60012 6.47304 53.11703 6.57222 53.22372 1012
25.375 201208300515 -56 -44 7.03619 6.50456 53.33418 6.41447 53.36722 1015
39.379 201208300515 -41 -40 4.13344 6.57222 53.22372 6.57908 53.26064 1018
38.077 201208300515 -48 -48 0.51743 6.52088 53.23004 6.52701 53.23288 1025
25.354 201208300515 -44 -44 9.40842 6.53325 53.20633 6.43686 53.14474 1023
18.085 201208300515 -50 -49 14.52881 6.41436 53.134 6.57222 53.22372 1017
25.386 201208300515 -52 -51 10.79567 6.47954 53.30324 6.57222 53.22372 1021
39.172 201208300515 -55 -54 3.60144 6.41436 53.134 6.36834 53.15079 1022
37.999 201208300515 -48 -47 1.54023 6.52088 53.23004 6.54377 53.22834 1032
39.245 201208300515 -57 -55 4.07644 6.35813 53.22243 6.40562 53.24545 1013
37.992 201208300515 -51 -50 3.07738 6.53419 53.23934 6.57222 53.22372 1024
26.362 201208300515 -52 -51 6.90104 6.80812 53.4503 6.72452 53.41353 1027
39.375 201208300515 -56 -56 1.81686 6.57222 53.22372 6.58561 53.20951 1031
37.912 201208300515 -55 -54 3.60144 6.36834 53.15079 6.41436 53.134 1029
25.41 201208300515 -46 -45 9.02027 6.53325 53.20633 6.60902 53.13927 1034
39.172 201208300515 -53 -53 2.00888 6.62517 53.1644 6.59599 53.16868 1028
38.077 201208300515 -48 -48 2.45419 6.53419 53.23934 6.56413 53.22655 1026
38.115 201208300515 -45 -45 1.504 7.05273 53.1538 7.05556 53.14039 1030
37.94 201208300515 -50 -50 1.5943 6.85956 53.10327 6.87999 53.11062 1033
26.39 201208300515 -60 -55 5.90227 6.26425 53.30898 6.21379 53.26541 1014
15.271 201208300515 -51 -50 13.60012 6.57222 53.22372 6.47304 53.11703 1035
26.39 201208300515 -48 -47 7.95289 6.23533 52.92439 6.12104 52.9428 1350
37.912 201208300515 -52 -51 1.3529 6.29027 52.99027 6.27041 52.99235 1369
25.375 201208300515 -54 -53 5.86005 6.29027 52.99027 6.20368 52.9837 1370
39.207 201208300515 -53 -52 4.98579 6.45558 52.81826 6.51173 52.7891 440
37.978 201208300515 -43 -43 2.58349 6.5192 52.85566 6.5251 52.8786 439
37.912 201208300515 -47 -46 2.98403 6.60336 52.83134 6.6035 52.85816 441
39.252 201208300515 -50 -49 3.73824 6.45558 52.81826 6.51082 52.82123 442
39.239 201208300515 -45 -44 2.58349 6.5251 52.8786 6.5192 52.85566 448
37.992 201208300515 -51 -50 3.73824 6.51082 52.82123 6.45558 52.81826 459
37.912 201208300515 -46 -46 3.10822 6.31414 52.82447 6.35735 52.83422 553
25.382 201208300515 -38 -37 8.69559 6.85095 52.85007 6.93802 52.79241 455
39.172 201208300515 -47 -46 3.10822 6.35735 52.83422 6.31414 52.82447 542
39.165 201208300515 -46 -46 4.78188 6.94839 52.91493 7.01525 52.92956 471
39.172 201208300515 -47 -46 2.98403 6.6035 52.85816 6.60336 52.83134 466
18.03 201208300515 -58 -57 13.50599 6.94267 52.99448 7.07683 53.08498 475
39.239 201208300515 -52 -51 4.17584 6.73513 52.80194 6.6765 52.81402 476
39.165 201208300515 -54 -53 3.0793 7.01344 52.87503 7.05851 52.87976 473
39.26 201208300515 -55 -54 4.29863 6.44731 52.90818 6.38813 52.89363 469
37.905 201208300515 -49 -48 4.78188 7.01525 52.92956 6.94839 52.91493 543
37.905 201208300515 -56 -55 3.0793 7.05851 52.87976 7.01344 52.87503 480
18.003 201208300515 -58 -57 7.56082 7.12769 52.92908 7.01525 52.92956 546
39.256 201208300515 -54 -53 2.12735 6.95347 52.98836 6.97979 52.97772 478
17.997 201208300515 -54 -53 14.11476 6.38813 52.89363 6.27463 52.78701 470
37.999 201208300515 -54 -53 4.29863 6.38813 52.89363 6.44731 52.90818 472
26.39 201208300530 -49 -47 7.95289 6.23533 52.92439 6.12104 52.9428 1350
37.912 201208300530 -52 -51 1.3529 6.29027 52.99027 6.27041 52.99235 1369
25.375 201208300530 -54 -53 5.86005 6.29027 52.99027 6.20368 52.9837 1370
39.207 201208300530 -53 -52 4.98579 6.45558 52.81826 6.51173 52.7891 440
37.912 201208300530 -47 -46 2.98403 6.60336 52.83134 6.6035 52.85816 441
37.978 201208300530 -43 -43 2.58349 6.5192 52.85566 6.5251 52.8786 439
39.252 201208300530 -50 -49 3.73824 6.45558 52.81826 6.51082 52.82123 442
37.992 201208300530 -51 -50 3.73824 6.51082 52.82123 6.45558 52.81826 459
37.912 201208300530 -46 -46 3.10822 6.31414 52.82447 6.35735 52.83422 553
25.382 201208300530 -38 -37 8.69559 6.85095 52.85007 6.93802 52.79241 455
39.172 201208300530 -47 -46 3.10822 6.35735 52.83422 6.31414 52.82447 542
39.239 201208300530 -45 -44 2.58349 6.5251 52.8786 6.5192 52.85566 448
39.172 201208300530 -47 -46 2.98403 6.6035 52.85816 6.60336 52.83134 466
39.165 201208300530 -46 -45 4.78188 6.94839 52.91493 7.01525 52.92956 471
39.256 201208300530 -54 -53 2.12735 6.95347 52.98836 6.97979 52.97772 478
39.239 201208300530 -52 -51 4.17584 6.73513 52.80194 6.6765 52.81402 476
37.905 201208300530 -48 -47 4.78188 7.01525 52.92956 6.94839 52.91493 543
39.165 201208300530 -54 -53 3.0793 7.01344 52.87503 7.05851 52.87976 473
18.03 201208300530 -59 -58 13.50599 6.94267 52.99448 7.07683 53.08498 475
37.905 201208300530 -56 -55 3.0793 7.05851 52.87976 7.01344 52.87503 480
18.003 201208300530 -58 -57 7.56082 7.12769 52.92908 7.01525 52.92956 546
17.997 201208300530 -54 -53 14.11476 6.38813 52.89363 6.27463 52.78701 470
37.999 201208300530 -54 -53 4.29863 6.38813 52.89363 6.44731 52.90818 472
39.26 201208300530 -55 -54 4.29863 6.44731 52.90818 6.38813 52.89363 469
25.382 201208300530 -61 -55 5.90227 6.21379 53.26541 6.26425 53.30898 919
25.392 201208300530 -47 -46 2.91374 6.60905 53.19939 6.63152 53.17696 797
39.239 201208300530 -44 -44 4.29726 6.58641 53.1305 6.59599 53.16868 806
39.239 201208300530 -45 -44 1.44321 6.60604 53.22877 6.58937 53.22052 798
38.007 201208300530 -50 -50 4.36945 6.56879 53.00951 6.58921 53.04679 2923
37.94 201208300530 -52 -52 1.5292 6.5679 53.21023 6.57222 53.22372 814
37.999 201208300530 -40 -40 3.75183 6.57014 53.19003 6.57222 53.22372 795
39.172 201208300530 -50 -48 1.34384 6.60905 53.19939 6.59218 53.20597 801
39.26 201208300530 -44 -43 3.75183 6.57222 53.22372 6.57014 53.19003 799
37.999 201208300530 -52 -51 2.66357 6.56984 52.98393 6.54071 52.96769 800
37.978 201208300530 -48 -48 3.85081 6.57504 53.01815 6.53268 52.99481 809
37.912 201208300530 -47 -47 0.73526 6.5679 53.21023 6.5651 53.21662 821
39.239 201208300530 -51 -50 3.85081 6.53268 52.99481 6.57504 53.01815 805
39.337 201208300530 -62 -61 1.01916 6.57488 53.21558 6.56015 53.21319 812
25.102 201208300530 -49 -47 5.02111 6.56879 53.00951 6.54071 52.96769 2925
37.992 201208300530 -46 -46 1.72478 6.56984 52.98393 6.57279 52.99933 2905
38.084 201208300530 -49 -49 1.32874 6.56879 53.00951 6.5834 53.01757 2912
37.999 201208300530 -46 -46 1.36002 6.58561 53.20951 6.58308 53.19738 804
39.2 201208300530 -45 -44 4.65382 6.76447 53.16784 6.79195 53.20626 886
39.245 201208300530 -50 -50 1.61516 6.55769 52.99663 6.56879 53.00951 2924
38.356 201208300530 -45 -45 3.90479 6.57222 53.22372 6.62579 53.23779 808
37.94 201208300530 -52 -51 2.92404 6.56879 53.00951 6.53268 52.99481 2913
38.003 201208300530 -45 -44 4.37035 6.92516 53.17983 6.98553 53.164790000000004 818
39.263 201208300530 -45 -43 4.37035 6.98553 53.164790000000004 6.92516 53.17983 820
39.245 201208300530 -48 -47 1.55384 6.55446 53.2351 6.57528 53.22887 880
39.228 201208300530 -62 -61 1.66395 6.76447 53.16784 6.7396 53.16835 894
38.077 201208300530 -47 -46 1.61457 6.54181 53.00762 6.52131 53.00002 815
38.115 201208300530 -56 -56 1.81686 6.58561 53.20951 6.57222 53.22372 813
25.41 201208300530 -60 -57 6.02163 6.56879 53.00951 6.48125 53.02138 2914
39.2 201208300530 -49 -49 1.5943 6.87999 53.11062 6.85956 53.10327 893
37.94 201208300530 -56 -55 1.63809 6.87816 53.08895 6.89421 53.10006 881
37.978 201208300530 -45 -44 1.44321 6.58937 53.22052 6.60604 53.22877 796
39.172 201208300530 -54 -53 2.88593 6.76447 53.16784 6.80701 53.16349 898
39.165 201208300530 -45 -45 4.73183 6.71153 53.0478 6.74605 53.01071 884
26.418 201208300530 -49 -48 9.02027 6.60902 53.13927 6.53325 53.20633 883
39.172 201208300530 -43 -43 0.73526 6.5651 53.21662 6.5679 53.21023 885
37.986 201208300530 -50 -50 1.61516 6.56879 53.00951 6.55769 52.99663 2915
25.382 201208300530 -53 -52 5.37254 6.53152 52.91973 6.54071 52.96769 891
39.172 201208300530 -60 -59 2.97052 6.98795 53.09842 6.948 53.08685 901
39.2 201208300530 -56 -55 1.63809 6.89421 53.10006 6.87816 53.08895 896
37.079 201208300530 -47 -47 0.60799 6.57528 53.22887 6.57222 53.22372 892
25.386 201208300530 -49 -49 6.22589 6.56879 53.00951 6.52698 52.95957 2916
39.364 201208300530 -56 -56 1.42305 6.57222 53.22372 6.56015 53.21319 822
37.968 201208300530 -59 -58 1.66395 6.7396 53.16835 6.76447 53.16784 897
39.228 201208300530 -55 -54 2.61441 6.58442 52.98799 6.56879 53.00951 2918
37.079 201208300530 -45 -44 0.60799 6.57528 53.22887 6.57222 53.22372 892
39.343 201208300530 -47 -47 1.32874 6.5834 53.01757 6.56879 53.00951 2919
37.912 201208300530 -46 -45 4.68488 6.66676 52.979730000000004 6.66934 52.93766 889
26.39 201208300530 -44 -43 9.5461 6.52131 53.00002 6.3973 53.04206 902
26.39 201208300530 -50 -48 5.21172 6.70118 53.27074 6.74377 53.31 1003
37.912 201208300530 -52 -51 2.88593 6.80701 53.16349 6.76447 53.16784 905
25.382 201208300530 -44 -44 9.5461 6.3973 53.04206 6.52131 53.00002 907
37.992 201208300530 -44 -44 0.88424 6.57528 53.22887 6.58611 53.23344 904
38.105 201208300530 -57 -56 1.42305 6.56015 53.21319 6.57222 53.22372 910
39.337 201208300530 -51 -51 1.61457 6.52131 53.00002 6.54181 53.00762 909
19.095 201208300530 -48 -47 14.52881 6.57222 53.22372 6.41436 53.134 890
37.986 201208300530 -51 -40 0.42257 6.57528 53.22887 6.57079 53.23154 911
39.26 201208300530 -46 -45 1.36002 6.58308 53.19738 6.58561 53.20951 899
26.39 201208300530 -53 -52 5.86709 6.48125 53.02138 6.45154 53.07097 915
39.267 201208300530 -46 -46 4.36945 6.58921 53.04679 6.56879 53.00951 2920
37.978 201208300530 -43 -42 4.29726 6.59599 53.16868 6.58641 53.1305 900
39.2 201208300530 -52 -51 1.5292 6.57222 53.22372 6.5679 53.21023 903
39.239 201208300530 -51 -49 2.00153 6.55517 53.2025 6.56877 53.21852 917
25.382 201208300530 -54 -53 5.86709 6.45154 53.07097 6.48125 53.02138 912
37.94 201208300530 -50 -50 3.76288 6.59599 53.16868 6.63271 53.14307 906
58.2 201208300530 -32 -31 0.08931 6.55662 53.21479 6.55559 53.21427 916
39.252 201208300530 -45 -44 0.1309 6.56696 53.21897 6.56877 53.21852 920
38.118 201208300530 -44 -43 4.13344 6.57908 53.26064 6.57222 53.22372 931
37.912 201208300530 -53 -52 2.26532 6.87102 53.32334 6.90439 53.32724 925
37.912 201208300530 -52 -52 1.50853 6.91965 53.31928 6.92231 53.33274 926
39.252 201208300530 -50 -50 3.07738 6.57222 53.22372 6.53419 53.23934 914
25.102 201208300530 -45 -42 7.15266 6.68916 53.3291 6.76526 53.37445 929
39.252 201208300530 -46 -42 3.55428 6.26213 53.15226 6.30931 53.16696 927
37.912 201208300530 -53 -51 1.34384 6.59218 53.20597 6.60905 53.19939 922
25.382 201208300530 -49 -48 5.21172 6.74377 53.31 6.70118 53.27074 923
37.986 201208300530 -53 -51 4.07644 6.40562 53.24545 6.35813 53.22243 930
39.172 201208300530 -49 -43 0.66044 6.58308 53.19738 6.57372 53.19929 918
38.077 201208300530 -64 -63 1.01916 6.56015 53.21319 6.57488 53.21558 921
39.294 201208300530 -46 -45 1.86669 6.53574 53.22304 6.53325 53.20633 934
39.239 201208300530 -56 -55 5.97957 7.12605 53.14836 7.20104 53.17761 935
39.245 201208300530 -51 -41 0.42257 6.57079 53.23154 6.57528 53.22887 933
26.11 201208300530 -45 -42 7.15266 6.76526 53.37445 6.68916 53.3291 932
37.096 201208300530 -48 -47 3.90479 6.62579 53.23779 6.57222 53.22372 1000
37.912 201208300530 -50 -45 0.66044 6.57372 53.19929 6.58308 53.19738 924
37.992 201208300530 -49 -48 2.46689 6.50465 53.21108 6.53574 53.22304 1006
39.337 201208300530 -51 -49 2.45419 6.56413 53.22655 6.53419 53.23934 938
26.362 201208300530 -51 -48 8.19688 7.12605 53.14836 7.02248 53.10906 939
58.2 201208300530 -42 -42 0.1482 6.57424 53.22427 6.57222 53.22372 928
39.172 201208300530 -50 -49 2.26532 6.90439 53.32724 6.87102 53.32334 936
39.252 201208300530 -52 -51 2.46689 6.53574 53.22304 6.50465 53.21108 1011
39.26 201208300530 -45 -45 1.54023 6.54377 53.22834 6.52088 53.23004 940
39.375 201208300530 -50 -45 3.07564 6.35516 53.16911 6.30931 53.16696 1001
39.252 201208300530 -43 -42 0.88424 6.58611 53.23344 6.57528 53.22887 1019
26.39 201208300530 -60 -54 5.90227 6.26425 53.30898 6.21379 53.26541 1014
58.2 201208300530 -42 -41 0.1482 6.57424 53.22427 6.57222 53.22372 928
39.172 201208300530 -52 -48 4.25616 6.45421 53.39719 6.41447 53.36722 1004
37.912 201208300530 -49 -47 3.65512 6.34265 53.1021 6.32889 53.07031 2927
37.069 201208300530 -47 -46 3.49997 6.52088 53.23004 6.57222 53.22372 1020
26.362 201208300530 -50 -49 9.40842 6.43686 53.14474 6.53325 53.20633 1010
14.543 201208300530 -52 -51 13.60012 6.47304 53.11703 6.57222 53.22372 1012
39.172 201208300530 -51 -51 1.50853 6.92231 53.33274 6.91965 53.31928 937
25.375 201208300530 -67 -54 7.03619 6.50456 53.33418 6.41447 53.36722 1015
38.328 201208300530 -49 -49 3.49997 6.57222 53.22372 6.52088 53.23004 1002
18.085 201208300530 -50 -48 14.52881 6.41436 53.134 6.57222 53.22372 1017
39.245 201208300530 -57 -55 4.07644 6.35813 53.22243 6.40562 53.24545 1013
39.172 201208300530 -48 -47 3.65512 6.32889 53.07031 6.34265 53.1021 2926
39.172 201208300530 -55 -53 3.60144 6.41436 53.134 6.36834 53.15079 1022
25.386 201208300530 -53 -51 10.79567 6.47954 53.30324 6.57222 53.22372 1021
37.999 201208300530 -51 -51 1.70439 6.53325 53.20633 6.54826 53.21872 1007
39.379 201208300530 -41 -40 4.13344 6.57222 53.22372 6.57908 53.26064 1018
37.912 201208300530 -55 -53 3.60144 6.36834 53.15079 6.41436 53.134 1029
26.362 201208300530 -60 -51 6.90104 6.80812 53.4503 6.72452 53.41353 1027
38.077 201208300530 -49 -47 2.45419 6.53419 53.23934 6.56413 53.22655 1026
25.354 201208300530 -44 -44 9.40842 6.53325 53.20633 6.43686 53.14474 1023
39.172 201208300530 -53 -53 2.00888 6.62517 53.1644 6.59599 53.16868 1028
38.115 201208300530 -45 -45 1.504 7.05273 53.1538 7.05556 53.14039 1030
38.077 201208300530 -48 -48 0.51743 6.52088 53.23004 6.52701 53.23288 1025
37.94 201208300530 -50 -50 1.5943 6.85956 53.10327 6.87999 53.11062 1033
37.999 201208300530 -48 -47 1.54023 6.52088 53.23004 6.54377 53.22834 1032
39.375 201208300530 -56 -56 1.81686 6.57222 53.22372 6.58561 53.20951 1031
25.41 201208300530 -47 -45 9.02027 6.53325 53.20633 6.60902 53.13927 1034
37.992 201208300530 -51 -50 3.07738 6.53419 53.23934 6.57222 53.22372 1024
15.271 201208300530 -51 -50 13.60012 6.57222 53.22372 6.47304 53.11703 1035
25.382 201208300545 -61 -56 5.90227 6.21379 53.26541 6.26425 53.30898 919
38.007 201208300545 -50 -50 4.36945 6.56879 53.00951 6.58921 53.04679 2923
25.392 201208300545 -46 -46 2.91374 6.60905 53.19939 6.63152 53.17696 797
39.239 201208300545 -44 -43 4.29726 6.58641 53.1305 6.59599 53.16868 806
37.978 201208300545 -45 -44 1.44321 6.58937 53.22052 6.60604 53.22877 796
37.94 201208300545 -52 -52 1.5292 6.5679 53.21023 6.57222 53.22372 814
39.239 201208300545 -45 -44 1.44321 6.60604 53.22877 6.58937 53.22052 798
37.999 201208300545 -40 -40 3.75183 6.57014 53.19003 6.57222 53.22372 795
37.978 201208300545 -48 -48 3.85081 6.57504 53.01815 6.53268 52.99481 809
37.999 201208300545 -52 -51 2.66357 6.56984 52.98393 6.54071 52.96769 800
39.26 201208300545 -44 -43 3.75183 6.57222 53.22372 6.57014 53.19003 799
37.912 201208300545 -47 -47 0.73526 6.5679 53.21023 6.5651 53.21662 821
39.172 201208300545 -50 -48 1.34384 6.60905 53.19939 6.59218 53.20597 801
39.239 201208300545 -51 -50 3.85081 6.53268 52.99481 6.57504 53.01815 805
37.992 201208300545 -46 -46 1.72478 6.56984 52.98393 6.57279 52.99933 2905
25.102 201208300545 -49 -47 5.02111 6.56879 53.00951 6.54071 52.96769 2925
38.003 201208300545 -45 -44 4.37035 6.92516 53.17983 6.98553 53.164790000000004 818
38.356 201208300545 -48 -45 3.90479 6.57222 53.22372 6.62579 53.23779 808
39.2 201208300545 -45 -44 4.65382 6.76447 53.16784 6.79195 53.20626 886
38.077 201208300545 -47 -46 1.61457 6.54181 53.00762 6.52131 53.00002 815
37.94 201208300545 -52 -51 2.92404 6.56879 53.00951 6.53268 52.99481 2913
39.263 201208300545 -45 -44 4.37035 6.98553 53.164790000000004 6.92516 53.17983 820
39.245 201208300545 -50 -50 1.61516 6.55769 52.99663 6.56879 53.00951 2924
39.337 201208300545 -62 -61 1.01916 6.57488 53.21558 6.56015 53.21319 812
37.999 201208300545 -46 -46 1.36002 6.58561 53.20951 6.58308 53.19738 804
37.079 201208300545 -47 -47 0.60799 6.57528 53.22887 6.57222 53.22372 892
38.084 201208300545 -49 -49 1.32874 6.56879 53.00951 6.5834 53.01757 2912
39.228 201208300545 -63 -61 1.66395 6.76447 53.16784 6.7396 53.16835 894
25.41 201208300545 -60 -57 6.02163 6.56879 53.00951 6.48125 53.02138 2914
39.2 201208300545 -49 -49 1.5943 6.87999 53.11062 6.85956 53.10327 893
37.94 201208300545 -55 -55 1.63809 6.87816 53.08895 6.89421 53.10006 881
38.115 201208300545 -56 -56 1.81686 6.58561 53.20951 6.57222 53.22372 813
39.172 201208300545 -54 -54 2.88593 6.76447 53.16784 6.80701 53.16349 898
39.364 201208300545 -56 -56 1.42305 6.57222 53.22372 6.56015 53.21319 822
39.165 201208300545 -45 -45 4.73183 6.71153 53.0478 6.74605 53.01071 884
37.986 201208300545 -50 -50 1.61516 6.56879 53.00951 6.55769 52.99663 2915
39.245 201208300545 -48 -47 1.55384 6.55446 53.2351 6.57528 53.22887 880
26.418 201208300545 -50 -48 9.02027 6.60902 53.13927 6.53325 53.20633 883
39.228 201208300545 -55 -54 2.61441 6.58442 52.98799 6.56879 53.00951 2918
25.382 201208300545 -53 -52 5.37254 6.53152 52.91973 6.54071 52.96769 891
37.968 201208300545 -60 -58 1.66395 6.7396 53.16835 6.76447 53.16784 897
19.095 201208300545 -49 -47 14.52881 6.57222 53.22372 6.41436 53.134 890
25.386 201208300545 -49 -49 6.22589 6.56879 53.00951 6.52698 52.95957 2916
37.079 201208300545 -45 -44 0.60799 6.57528 53.22887 6.57222 53.22372 892
37.912 201208300545 -46 -45 4.68488 6.66676 52.979730000000004 6.66934 52.93766 889
37.978 201208300545 -43 -42 4.29726 6.59599 53.16868 6.58641 53.1305 900
39.343 201208300545 -47 -47 1.32874 6.5834 53.01757 6.56879 53.00951 2919
39.172 201208300545 -60 -59 2.97052 6.98795 53.09842 6.948 53.08685 901
26.39 201208300545 -44 -43 9.5461 6.52131 53.00002 6.3973 53.04206 902
37.94 201208300545 -51 -50 3.76288 6.59599 53.16868 6.63271 53.14307 906
39.26 201208300545 -46 -45 1.36002 6.58308 53.19738 6.58561 53.20951 899
37.992 201208300545 -44 -44 0.88424 6.57528 53.22887 6.58611 53.23344 904
39.2 201208300545 -56 -55 1.63809 6.89421 53.10006 6.87816 53.08895 896
39.2 201208300545 -52 -51 1.5292 6.57222 53.22372 6.5679 53.21023 903
25.382 201208300545 -44 -44 9.5461 6.3973 53.04206 6.52131 53.00002 907
39.337 201208300545 -51 -51 1.61457 6.52131 53.00002 6.54181 53.00762 909
38.105 201208300545 -57 -56 1.42305 6.56015 53.21319 6.57222 53.22372 910
37.986 201208300545 -52 -41 0.42257 6.57528 53.22887 6.57079 53.23154 911
39.172 201208300545 -48 -43 0.66044 6.58308 53.19738 6.57372 53.19929 918
37.912 201208300545 -52 -51 2.88593 6.80701 53.16349 6.76447 53.16784 905
26.39 201208300545 -50 -49 5.21172 6.70118 53.27074 6.74377 53.31 1003
39.172 201208300545 -43 -43 0.73526 6.5651 53.21662 6.5679 53.21023 885
25.382 201208300545 -54 -53 5.86709 6.45154 53.07097 6.48125 53.02138 912
37.912 201208300545 -49 -45 0.66044 6.57372 53.19929 6.58308 53.19738 924
38.077 201208300545 -63 -63 1.01916 6.56015 53.21319 6.57488 53.21558 921
39.252 201208300545 -51 -50 3.07738 6.57222 53.22372 6.53419 53.23934 914
39.267 201208300545 -46 -46 4.36945 6.58921 53.04679 6.56879 53.00951 2920
26.39 201208300545 -53 -52 5.86709 6.48125 53.02138 6.45154 53.07097 915
58.2 201208300545 -32 -31 0.08931 6.55662 53.21479 6.55559 53.21427 916
37.912 201208300545 -52 -50 1.34384 6.59218 53.20597 6.60905 53.19939 922
39.239 201208300545 -50 -48 2.00153 6.55517 53.2025 6.56877 53.21852 917
39.252 201208300545 -45 -44 0.1309 6.56696 53.21897 6.56877 53.21852 920
25.382 201208300545 -50 -48 5.21172 6.74377 53.31 6.70118 53.27074 923
38.118 201208300545 -44 -43 4.13344 6.57908 53.26064 6.57222 53.22372 931
37.912 201208300545 -53 -52 2.26532 6.87102 53.32334 6.90439 53.32724 925
37.912 201208300545 -53 -52 1.50853 6.91965 53.31928 6.92231 53.33274 926
39.252 201208300545 -45 -42 3.55428 6.26213 53.15226 6.30931 53.16696 927
25.102 201208300545 -46 -43 7.15266 6.68916 53.3291 6.76526 53.37445 929
37.986 201208300545 -53 -51 4.07644 6.40562 53.24545 6.35813 53.22243 930
58.2 201208300545 -42 -42 0.1482 6.57424 53.22427 6.57222 53.22372 928
39.239 201208300545 -56 -55 5.97957 7.12605 53.14836 7.20104 53.17761 935
39.294 201208300545 -46 -45 1.86669 6.53574 53.22304 6.53325 53.20633 934
26.11 201208300545 -44 -43 7.15266 6.76526 53.37445 6.68916 53.3291 932
37.096 201208300545 -51 -47 3.90479 6.62579 53.23779 6.57222 53.22372 1000
26.362 201208300545 -50 -49 8.19688 7.12605 53.14836 7.02248 53.10906 939
37.992 201208300545 -50 -48 2.46689 6.50465 53.21108 6.53574 53.22304 1006
39.172 201208300545 -52 -51 1.50853 6.92231 53.33274 6.91965 53.31928 937
39.26 201208300545 -45 -45 1.54023 6.54377 53.22834 6.52088 53.23004 940
39.172 201208300545 -51 -49 2.26532 6.90439 53.32724 6.87102 53.32334 936
39.252 201208300545 -52 -51 2.46689 6.53574 53.22304 6.50465 53.21108 1011
